1059,1362,976,-2474
1060,1355,1012,-2513
1061,1267,787,-2686
1062,1295,1012,-2567
1063,1237,998,-2567
1064,1397,957,-2530
1065,1229,943,-2556
1066,1247,981,-2532
1067,1201,996,-2614
1068,1305,794,-2696
1069,1235,964,-2550
1070,1226,1000,-2573
1071,1258,789,-2667
1072,1291,1027,-2530
1073,1317,955,-2562
1074,1368,1000,-2520
1075,1335,980,-2515
1076,1246,992,-2542
1077,1366,933,-2478
1078,1326,962,-2537
1079,1270,902,-2606
1080,1314,905,-2579
1081,1182,900,-2643
1082,1441,924,-2522
1083,1171,906,-2609
1084,1185,877,-2663
1085,1216,832,-2700
1086,1445,881,-2605
1087,1379,854,-2604
1088,1376,936,-2579
1089,1335,999,-2544
1090,1382,995,-2495
1091,1311,808,-2685
1092,1371,869,-2558
1093,1314,874,-2603
1094,1265,817,-2661
1095,1358,902,-2593
1096,1319,972,-2531
1097,1312,775,-2650
1098,1387,899,-2552
1099,1252,976,-2541
1100,1409,919,-2583
1101,1290,1043,-2541
1102,1369,960,-2567
1103,1333,857,-2602
1104,1190,972,-2569
1105,1385,840,-2612
1106,1287,826,-2698
1107,1446,873,-2589
1108,1205,911,-2601
1109,1437,892,-2567
1110,1350,939,-2538
1111,1295,964,-2594
1112,1439,826,-2657
1113,1332,869,-2587
1114,1403,932,-2563
1115,1313,785,-2701
1116,1287,846,-2709
1117,1376,937,-2552
1118,1320,786,-2655
1119,1225,977,-2591
1120,1317,959,-2558
1121,1260,824,-2677
1122,1443,905,-2526
1123,1319,954,-2550
1124,1225,975,-2614
1125,1230,949,-2570
1126,1267,940,-2546
1127,1247,945,-2627
1128,1429,845,-2644
1129,1227,890,-2647
1130,1271,832,-2652
1131,1335,777,-2632
1132,1316,772,-2670
1133,1431,868,-2624
1134,1222,977,-2579
1135,1384,820,-2650
1136,1358,888,-2597
1137,1202,898,-2639
1138,1304,793,-2690
1139,1437,815,-2605
1140,1400,895,-2583
1141,1330,819,-2640
1142,1446,810,-2604
1143,1321,898,-2622
1144,1386,811,-2632
1145,1455,884,-2591
1146,1250,860,-2643
1147,1418,936,-2567
1148,1319,1008,-2492
1149,1190,962,-2594
1150,1402,943,-2558
1151,1237,951,-2571
1152,1207,836,-2674
1153,1302,990,-2479
1154,1332,763,-2641
1155,1460,924,-2587
1156,1248,917,-2620
1157,1396,884,-2543
1158,1377,998,-2538
1159,1306,800,-2625
1160,1445,914,-2551
1161,1397,895,-2603
1162,1317,875,-2604
1163,1453,929,-2520
1164,1438,925,-2574
1165,1329,959,-2531
1166,1245,895,-2640
1167,1200,860,-2656
1168,1452,838,-2642
1169,1367,963,-2548
1170,1231,1018,-2561
1171,1230,1022,-2561
1172,1392,830,-2603
1173,1315,837,-2651
1174,1238,914,-2629
1175,1217,918,-2667
1176,1215,851,-2672
1177,1379,868,-2674
1178,1330,795,-2638
1179,1329,788,-2645
1180,1186,911,-2634
1181,1256,981,-2481
1182,1249,880,-2649
1183,1233,888,-2635
1184,1220,979,-2561
1185,1429,868,-2596
1186,1265,913,-2598
1187,1216,1002,-2570
1188,1166,933,-2591
1189,1327,805,-2591
1190,1259,892,-2604
1191,1362,922,-2557
1192,1353,975,-2497
1193,1458,839,-2596
1194,1430,805,-2633
1195,1393,904,-2615
1196,1386,964,-2479
1197,1327,784,-2643
1198,1307,990,-2546
1199,1254,933,-2595
1200,1381,972,-2563
1201,1323,824,-2687
1202,1408,890,-2618
1203,1262,982,-2516
1204,1375,993,-2543
1205,1364,880,-2555
1206,1359,955,-2513
1207,1390,794,-2651
1208,1360,871,-2603
1209,1229,862,-2656
1210,1361,893,-2562
1211,1348,953,-2531
1212,1409,847,-2674
1213,1231,953,-2597
1214,1251,854,-2590
1215,1271,827,-2651
1216,1429,829,-2663
1217,1372,977,-2493
1218,1331,844,-2580
1219,1309,814,-2635
1220,1461,914,-2578
1221,1350,861,-2621
1222,1255,972,-2586
1223,1248,894,-2634
1224,1405,994,-2548
1225,1356,824,-2622
1226,1409,1003,-2530
1227,1393,890,-2592
1228,1239,956,-2610
1229,1393,886,-2559
1230,1290,812,-2722
1231,1262,854,-2644
1232,1405,999,-2514
1233,1439,894,-2590
1234,1312,1007,-2523
1235,1411,901,-2570
1236,1284,898,-2641
1237,1369,906,-2565
1238,1181,934,-2624
1239,1377,848,-2592
1240,1435,875,-2556
1241,1305,952,-2566
1242,1270,1010,-2500
